idannonce,prix_bien
161377283,305000
ag681140-352914646,267000
mgc-227491890-pp-191127-094458,301740
entities-1043690-3888037,307100
ag681391-365797102,435000
ag680575-317398008,296625
hektor-3ROIIMMOBILIERE-982,89000
hektor-sweethomeconseil-1195,149000
mgc-378412119-C-ORB-570-105-AG,337800
160171237,310000
hektor-girardi-pfastatt-3045,142000
hektor-generalimmo-3020,469000
immo-facile-43100738,183950
apimo-6020918,620000
guy-hoquet-immo-facile-2730193,240000
orpi-1-054038E26T9M,106000
ag681210-347002701,453200
ag680632-280233518,139000
hektor-5_lerosenberg-2008,115000
hektor-lifeimmo-2027,108000
immo-facile-34082563,218400
hektor-MAYAIMMO2020-1836,430500
orpi-1-054038E1Y8EQ,198000
ag681158-349574460,299000
138435915,305500
orpi-1-054934E2L1ZD,192680
ag671791-319916202,160000
iad-france-1066353,149000
hektor-mhimmobilier-1261,262000
mgc-360441862-RK_MSB_WUENHEIM_TM366,348900
hektor-girardi-pfastatt-2795,131000
mgc-233316411-pp-200110-095403,324580
immo-facile-52179957,312000
ag671791-316649307,160000
ag681237-317446335,284000
hektor-amsignatureimmo-42,200000
ag681106-366940621,445000
entities-1043690-3800487,359200
mgc-330441028-C-ROR-770-AG,537000
safti-1-854390,244000
entities-1044599-2740095,315000
rodacom-4690567,251160
hektor-generalimmo-3118,284000
ag671913-371891431,299000
mgc-213643286-190827-085645,464000
hektor-immo-wittenheim-3080,239200
ag340369-334117449,229200
iad-france-987596,630000
hektor-girardi-belfort-2314,335000
guy-hoquet-immo-facile-5764428,150000
145773223,99500
hektor-girardi-pfastatt-2986,445000
ag681391-365911699,475000
safti-1-690606,109900
guy-hoquet-immo-facile-5741511,274300
iad-france-666273,235000
safti-1-575942,160000
immo-facile-49877820,514000
immo-facile-37586976,414000
ag681106-379764100,267000
ag681104-267706902,185000
mgc-369268773-C-OSE-096-AG,286000
apimo-4524298,280000
ag680824-300191097,267750
hektor-5_lerosenberg-1129,335000
ag681237-364410247,399000
ag680286-319562559,55000
rodacom-5117705,773800
rodacom-4593717,222000
ag681106-382703996,249000
hektor-ag-orim-1076,160000
apimo-4140829,282000
ag681404-369568444,131760
iad-france-852125,312000
guy-hoquet-immo-facile-5702007,339000
rodacom-4421253,365000
immo-facile-44228432,168000
ag681158-367082266,345000
rodacom-4006297,180000
entities-1044599-2725471,328000
mgc-378761684-pp-230313-105840,317670
ag681444-350144299,294925
immo-facile-46280923,295000
150296183,116500
entities-1044599-2813856,429000
ag681154-330997059,467250
entities-1043690-3772744,329000
hektor-5_lerosenberg-2021,380000
hektor-cpdelta-132,487000
safti-1-773459,743000
160770041,730000
hektor-immo-wittenheim-3054,258960
ag680575-338361954,161000
ag671791-319102680,79800
mgc-305825786-C-STA-600-B-SB,320400
nexity-GB00146819,119000
rodacom-4964042,288170
apimo-2791982,262500
orpi-1-054927E2EP12,130000
orpi-1-054934E2FGVY,348400
immo-facile-39706263,189800
mgc-381002902-MKI-TRABACHBAS-230403,319600
145883881,549900
ag301615-346087538,239000
hektor-generalimmo-3419,224000
hektor-MAYAIMMO2020-2414,109000
151216849,219000
iad-france-1316392,169000
151410791,219000
mgc-319636335-AP-MASEVAUX-20211410,291800
hektor-lifeimmo-1963,220000
mgc-232864401-SJ-200107-182246,322000
ag671913-324580323,135417
orpi-1-054927E2FHVA,212000
orpi-1-054927E1KBZ5,169000
ag681088-316660434,242000
ag681237-330492858,253900
hektor-lifeimmo-1910,75000
mgc-380746863-C-MUN-949-101-AG,451800
ag681122-331902546,367500
153331825,185000
mgc-374597172-C-BEB-092-AG,313900
mgc-379054502-pp-30315-161624,259319
hektor-robischung-2858,265000
orpi-1-054927E1J7G1,81000
ag340369-246797086,203700
immo-facile-37856348,156000
mgc-172247518,217800
mgc-366081379-Masevaux4202PLP,305000
ag681237-299041680,165000
ag681391-344073015,307400
hektor-robischung-2422,365000
ag670426-333513903,319000
mgc-333307228-MS-220216-104745,442000
immo-facile-45846838,298480
hektor-dagon68390-2403,99000
orpi-1-054039E1JM8H,237000
safti-1-732325,370000
hektor-immo-wittenheim-3215,199680
rodacom-4722492,74000
orpi-1-054036E27T4N,94500
158957321,272145
immo-facile-51837719,957600
immo-facile-47847723,353600
158794977,284900
ag750665-264131516,332000
hektor-moebel-immo-273,442000
mgc-359301715-ORBEY845LP4PPP,345000
160348951,160000
hektor-cdrieux-801,170000
ag671791-282401927,85000
citya-immobilier-36-TAPP419031,66000
entities-1043690-3772385,330345
ag681391-343130343,280000
iad-france-739777,199000
guy-hoquet-immo-facile-5974238,200000
guy-hoquet-immo-facile-2574581,68000
mgc-377830039-MKI-SPECHCAR-230303,420000
rodacom-4479617,204000
ag671791-320486499,150000
ag340369-347201064,477000
mgc-319636329-AP-HOCHSTATT-20211410,340000
iad-france-958211,196000
guy-hoquet-immo-facile-5824174,299000
rodacom-4323812,218000
ag681332-354344083,380000
iad-france-1048139,95000
hektor-cdrieux-618,374400
immo-facile-44366637,85000
immo-facile-47900788,119000
immo-facile-adresse-12956200,160500
ag681156-340044201,799000
hektor-robischung-2251,260000
hektor-agence-efco-immo-1907,249000
ag681156-252595231,189900
adapt-immo-680081330,212000
ag250493-280213511,549000
ag681237-295043816,169335
safti-1-614037,324000
entities-1044598-2758121,326300
apimo-7298100,388000
hektor-agencedelill-13058,342600
hektor-agence-efco-immo-1812,293800
mgc-361970320-MKI-WOLSCHWILLERLUM-20221010,375141
hektor-lifeimmo-2025,434600
ag680331-341457028,165000
hektor-girardi-pfastatt-3310,249000
ag681423-382597580,168000
ag340369-346362156,249500
immo-facile-48298158,230000
hektor-1_lerosenberg-1750,262500
hektor-amsignatureimmo-94,241500
entities-1044599-2708213,419068
ag681156-261376456,174900
immo-facile-46609201,233000
hektor-1_lerosenberg-1546,190000
adapt-immo-75008112541,829500
gedeon-22811465,770000
ag681106-378425056,265000
hektor-MAYAIMMO2020-2445,535000
158622573,202700
entities-1042950-3732974,576200
ag671791-302862306,447000
mgc-233326047-pp-200110-104645,241380
hektor-generalimmo-3129,169000
immo-facile-adresse-12274716,400000
iad-france-801917,185000
151105465,169000
entities-1044601-2699246,562400
ag670426-341503701,394000
immo-facile-33169994,189900
immo-facile-48821173,480000
rodacom-5224985,60000
ag681391-367850800,199000
hektor-CGAIMMOBILIER-1145,165000
ag681088-375844663,181000
immo-facile-39566610,153900
orpi-1-054048E1K1NO,231000
ag680632-255638068,99600
mgc-258457491-SJ-200708-164514,249900
ag681120-324488121,318000
hektor-girardi-blotzheim-2715,599000
apimo-8158328,158104
mgc-369275584-WESTHALTEN-VM-1212,288000
immo-facile-42158412,39800
adapt-immo-68009965,257000
immo-facile-46263225,374000
ag681158-318271842,535000
guy-hoquet-immo-facile-5777233,82500
hektor-immo-wittenheim-3167,291200
entities-1044602-2740100,1000540
guy-hoquet-immo-facile-5548258,199900
160967295,242500
mgc-230875989-CWE-191220-111427,435000
ag670426-335722230,289000
entities-1044599-2637214,364200
mgc-359983204-MKI-WUENHEIM-20222609,436387
apimo-3732041,179500
orpi-1-054932E1RE2H,319500
apimo-4425494,195000
immo-facile-47864293,185000
rodacom-5178810,258000
hektor-immo-wittenheim-3055,258960
hektor-girardi-pfastatt-3322,292000
iad-france-952595,369000
hektor-cpdelta-180,280000
ag340369-305226969,236000
ag681106-366839878,455000
ag681158-372045340,590000
iad-france-1264518,118000
immo-facile-52492099,450000
iad-france-992713,292000
hektor-ELSASS2020-1724,389000
hektor-cdrieux-862,150000
ag671933-344245116,372750
immo-facile-34014149,457500
laforet-immo-facile-21289910,123050
gedeon-24020731,397000
ag681120-367587478,319000
ag671791-321577524,174000
orpi-1-054927E1YMFH,214000
orpi-1-054927E1QPLG,314800
century-21-202_3377_490,206700
ag681088-358346209,349000
gedeon-23084006,572000
hektor-MAYAIMMO2020-804,159900
entities-1043690-3800673,336260
ag681156-261726253,873600
hektor-mhimmobilier-1243,357000
orpi-1-054927E1NAVX,65000
hektor-MAYAIMMO2020-2026,57000
orpi-1-054927E1R8UJ,394000
guy-hoquet-immo-facile-4954112,73500
hektor-LECEDREIMMO-221,490000
immo-facile-51519129,209000
immo-facile-49787816,288750
guy-hoquet-immo-facile-2691611,160000
iad-france-874554,194000
hektor-robischung-2421,299000
ag681391-361581646,480000
guy-hoquet-immo-facile-6016655,187200
ag671474-249312562,210000
apimo-5063179,82500
hektor-1_lerosenberg-1646,239000
ag681108-318700437,337000
immo-facile-51169488,79000
hektor-MAYAIMMO2020-2099,241000
immo-facile-35200220,324900
ag671791-283067402,185000
146033097,30000
ag681124-339690123,285000
ag681391-333327084,189000
safti-1-854141,289000
ag681156-297673239,625000
hektor-generalimmo-2728,328000
hektor-agence-efco-immo-1859,315000
ag681358-316275267,153340
hektor-agence-efco-immo-1788,390200
apimo-4560092,173340
ag681237-321651774,165075
ag671791-356222239,289300
immo-facile-50635453,150000
131641319,137000
ag681120-375330229,268000
mgc-373487902-VM-SENTHEIM-2023122,440000
immo-facile-48978641,343200
ag681156-277742918,740000
guy-hoquet-immo-facile-4294119,119600
immo-facile-35732150,60000
hektor-dagon68390-2422,165500
hektor-girardi-pfastatt-3184,335000
immo-facile-49108019,273500
157949931,260000
immo-facile-49659313,349900
orpi-1-054036E2ENY1,173350
orpi-1-054039E1LLU2,295000
154162477,315000
orpi-1-054039E1JG6S,245000
mgc-368790177-CWE-221102-155147,299500
ag680254-343015884,165850
immo-facile-38461034,183600
iad-france-740552,95000
entities-1044602-2659190,723000
immo-facile-38980265,320000
immo-facile-47562760,170000
ag681158-348060132,227000
160512375,299500
ag680010-248910361,315000
snpi-5138618,249900
157949909,250000
ag681158-357925843,128000
orpi-1-054038E1Y1PU,169000
guy-hoquet-immo-facile-6033052,192300
citya-immobilier-36-TAPP424494,77700
rodacom-4549792,276000
hektor-MAYAIMMO2020-1976,145000
ag681391-346983216,371000
161295583,554000
iad-france-697651,149000
immo-facile-27638512,291200
gedeon-22642280,134000
orpi-1-054041E1K7AJ,139750
hektor-immoplusalsace-3315,199900
immo-facile-47499445,325000
ag340369-246807019,320395
entities-1042950-3896020,352764
ag680010-222020026,470000
ag680575-284833604,238000
ag671933-345929916,378290
gedeon-24923762,321000
mgc-284796861-210114-173236-MS,267900
rodacom-4554700,177000
hektor-robischung-2470,220000
mgc-333192984-cf-mas455opt1,267150
mgc-358817524-2ASPACH750LP2P100,296000
rodacom-4475068,242000
mgc-172600628,371900
mgc-286251941-RK_MSB_BLODELSHEIM_TM827Ma,368700
ag671791-328150416,95000
mgc-360886378-RK_MSB_REGUISH_TM480lib,389700
gedeon-22971716,179000
ag681444-345964065,148400
hektor-girardi-pfastatt-3065,282000
immo-facile-49810735,436800
ag681391-360638128,646600
entities-1044602-2807094,775000
ag752451-338250171,164406
orpi-1-054928E1QPDD,285000
ag671791-327670443,95000
hektor-girardi-pfastatt-3388,299000
immo-facile-51660937,146700
ag670426-343593756,258400
iad-france-1194124,298000
orpi-1-054932E1QRBM,231000
ag671791-281439980,523000
rodacom-3708719,226000
ag681158-346313943,347000
guy-hoquet-immo-facile-6058395,110400
hektor-MAYAIMMO2020-2010,199500
gedeon-24148764,302000
ag681237-381833752,393750
ag440414-335964147,333000
orpi-1-054927E1TNFQ,259800
immo-facile-42373648,294000
immo-facile-34694940,125000
hektor-immo-wittenheim-3153,165240
entities-1043690-3706217,310200
rodacom-4497474,199000
orpi-1-054048E2IQCD,229950
ag681108-279085937,161100
hektor-alaingimmo-426,180000
entities-1044602-2766745,792600
ag671791-305219124,230000
hektor-cpdelta-183,92000
immo-facile-41000469,64800
safti-1-634048,133750
160667291,234100
ag671913-346801962,290000
hektor-LECEDREIMMO-214,478000
immo-facile-adresse-11036663,98100
mgc-380986947-C-HEI-531-84-AG2,309500
hektor-immoplusalsace-2114,239000
ag681106-318431970,295000
hektor-MAYAIMMO2020-2161,525000
hektor-girardi-pfastatt-2934,89000
mgc-165885536_NATUREO,244000
citya-immobilier-36-TAPP433457,101200
safti-1-688766,318000
ag681237-373833199,290125
guy-hoquet-immo-facile-5534464,318000
hektor-girardi-pfastatt-2965,257000
immo-facile-51422652,146000
ag671791-313375896,227900
mgc-369842434-RK_MSB_SOULTZ_TM370,279800
ag681158-379186387,237000
safti-1-642823,65000
ag670426-343593747,169350
ag681106-324382425,320000
safti-1-565349,300000
entities-1042950-3831671,382359
ag681104-289623248,220000
apimo-82284431,233000
158957335,409000
ag671474-269802392,279848
immo-facile-48514457,230000
nexity-GB00162536,102900
159581527,188025
immo-facile-48122638,217000
ag681494-380001604,85000
pericles-36850481,188500
ag681110-334389054,305000
ag681158-353708548,352000
ag681075-350570254,350000
ag681158-326548830,145000
hektor-PAQUIN2020-65,273000
ag681158-333995484,148000
gedeon-26124769,319000
157972967,119000
mgc-336259221-EK-140322-Soppeht-Librea,391219
immo-facile-44376578,320000
ag340369-348075504,311000
apimo-82205102,217000
immo-facile-48112068,66000
ag681113-292006646,130000
ag680254-340567875,250000
ag681055-353219731,598000
hektor-lifeimmo-1803,89000
hektor-ag-orim-1037,498000
immo-facile-47563305,368000
ag681332-364912945,728900
ag671791-305552799,447000
immo-facile-46670107,239200
ag681119-369646609,295000
immo-facile-adresse-11913987,116630
ag680633-208137516,130000
ag680010-278688926,71500
mgc-382465525-CLM-JEBSHEIM-2023327,294030
hektor-cpdelta-147,398000
160538077,325500
mgc-368370811-VM-MASEVAUX-2022122,431500
immo-facile-52316921,182000
orpi-1-054927E2NFU2,200000
157544343,368415
ag671791-306453981,174000
immo-facile-2288279,339361
guy-hoquet-immo-facile-5674976,131100
hektor-CGAIMMOBILIER-588,211000
hektor-agence-efco-immo-1855,312700
ag680297-253968099,324200
safti-1-787957,76000
ag681237-346008312,149900
hektor-generalimmo-3009,212000
nexity-GB00166730,78000
immo-facile-37642889,200000
immo-facile-42159661,130000
immo-facile-3456866,445000
hektor-agence-efco-immo-1702,265000
ag250493-260339368,809000
ubiflow-easybusiness-215201838,198000
citya-immobilier-1273-TAPP416912,66000
ag680297-271978487,218500
pericles-36042609,239356
iad-france-925284,245000
ag671791-380998849,277000
safti-1-779389,171000
hektor-lifeimmo-1715,217000
immo-facile-52271375,95000
orpi-1-054037E1YG9T,239000
hektor-generalimmo-3243,169000
ag671791-285088568,498000
ag301615-344033642,268000
orpi-1-054934E2JZLH,99000
immo-facile-47958781,465000
guy-hoquet-immo-facile-5517644,85000
mgc-108339564,476500
mgc-293676521-RK_MSB_BATTENHEIM_TM449,274900
entities-1044599-2703284,353068
hektor-MAYAIMMO2020-2571,270000
iad-france-1068748,176500
orpi-1-054041E1JL1Y,180000
entities-1044601-2747300,736800
entities-1044601-2699247,649900
ag753274-332265822,390000
161402837,232622
ag681158-361168486,159000
ag681109-358968193,619000
guy-hoquet-immo-facile-5683123,110200
hektor-mhimmobilier-1303,75600
orpi-1-054927E2AK2I,430000
ag671791-301060575,159000
mgc-348083019-MKI-HEIMESDORF-2022206,297304
hektor-CGAIMMOBILIER-1098,399000
ag681237-326808087,75600
apimo-8049770,400000
ag670426-335000334,273500
hektor-cdrieux-725,259700
adapt-immo-680091380,199000
ag681234-319102497,51000
orpi-1-054048E1W9YC,129600
ag681158-321783957,340000
immo-facile-49803678,550000
151357049,210000
century-21-202_3377_824,149000
immo-facile-51337430,323900
apimo-8158415,250000
ag670547-235959694,222000
ag681332-328788252,145800
apimo-5794681,172000
hektor-sweethomeconseil-1270,308000
ag681088-361727167,262000
guy-hoquet-immo-facile-2601925,379000
iad-france-1312783,299000
immo-facile-3424925,168000
immo-facile-47932324,332800
ag681158-312314565,299000
159352305,358200
157901239,426220
laforet-immo-facile-21412633,270000
mgc-242113905-pp-200305-102347,221300
ag681210-334842621,249600
149184983,210000
mgc-177037039,585000
ag670426-333335103,273500
apimo-6519386,650000
ag671791-355517353,102600
immo-facile-46943163,372000
rodacom-4690570,110000
ag750949-324819120,299000
ag681404-354319711,844000
iad-france-834146,169000
160627525,372015
ag671791-306924840,230000
ag680254-346567065,220000
immo-facile-48114907,465700
ag681145-381014023,399000
mgc-379047445-MKI-ILLFURTH-20230315,426500
ag743447-331914282,343200
ag681237-277454546,197000
immo-facile-51339706,389000
ag681113-298854627,189000
guy-hoquet-immo-facile-2710763,348000
hektor-girardi-pfastatt-3062,395000
guy-hoquet-immo-facile-5701780,317200
hektor-immo-wittenheim-3332,401000
apimo-8226054,370000
ag681104-264301791,155000
ag671474-347687670,585000
ag680575-284833667,161000
ag671791-332551404,260000
citya-immobilier-1273-TAPP447025A,169000
hektor-girardi-pfastatt-2842,315000
iad-france-1050295,175000
immo-facile-45337187,348576
ag440414-319286622,139990
hektor-LECEDREIMMO-111,450000
hektor-girardi-pfastatt-2786,139900
hektor-girardi-blotzheim-2782,340000
hektor-lifeimmo-1955,318000
immo-facile-50486073,109900
orpi-1-054041E2GSZO,240000
orpi-1-054048E1ZZL5,190800
mgc-339788900-C-BUR-360-B-OS,244000
ag681494-372203548,357000
hektor-3ROIIMMOBILIERE-888,139000
ag681391-365796508,400000
guy-hoquet-immo-facile-6066116,451000
adapt-immo-680081314,235000
orpi-1-054927E25GR4,167000
gedeon-23921509,530000
ag672004-357119428,75000
ag681156-379188655,411000
guy-hoquet-immo-facile-2728438,251108
iad-france-1135180,216500
ag340369-364760413,346500
mgc-317156744-SJ-210923-112415,349000
hektor-lifeimmo-1861,66000
immo-facile-52369444,275000
mgc-363891400-2510HOCHSTATT1000LP4P,555505
hektor-girardi-pfastatt-2691,335000
hektor-CCLAUSSColmar-40,399900
immo-facile-44768475,182000
rodacom-5243035,398000
ag671791-287585381,105000
immo-facile-adresse-10550701,243000
ag670547-257047663,320000
ag681237-359459047,89100
immo-facile-52307214,370000
ag681391-365796853,445000
160782753,248000
mgc-382507981-RK_CERNAY_-TM562_TPL,409800
immo-facile-40157237,395000
hektor-mhimmobilier-1393,231000
ag681158-290929925,572000
ag680633-214666635,119500
160967289,257700
safti-1-599707,279000
guy-hoquet-immo-facile-2549009,76500
guy-hoquet-immo-facile-5732940,275000
ag681391-365796658,459500
ag671791-291021173,229000
ag681237-366893800,289900
guy-hoquet-immo-facile-2314565,306000
hektor-amsignatureimmo-62,149800
161682225,162550
immo-facile-47694130,366500
immo-facile-46086507,129600
immo-facile-47554526,99000
guy-hoquet-immo-facile-3870434,110000
hektor-MAYAIMMO2020-2504,213000
ag681156-381819223,185000
gedeon-22503554,124000
immo-facile-50565963,169500
ag671791-292177217,95000
mgc-360972611-SJ-221003-150752,351500
ag681106-321939267,175000
ag751938-378903709,480000
ag671791-319513713,263000
mgc-319221408-AP-SOULTZ_HAUT_RHIN-20211110,285000
immo-facile-51101232,317200
orpi-1-054932E2BRBJ,119000
